essay_id,dataset,human_score_raw,human_score_norm,magic_score,magic_error,autoscore_holistic,autoscore_trait1,autoscore_trait2,autoscore_trait3,autoscore_trait4,autoscore_trait5,autoscore_error,hybrid_score,hybrid_trait1,hybrid_trait2,hybrid_trait3,hybrid_trait4,hybrid_trait5,hybrid_error,hybrid_srce_fields,magic_duration_sec,autoscore_duration_sec,hybrid_duration_sec,timestamp
AAATRP14318000867336,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5032086,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000145853,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000233350,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000010628,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000080022,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000074685,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000005200,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000845111,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5197984,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5341935_cleaned,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000081972,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000472698,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,0,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000108069,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000294399,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000382772,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000148817,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000022602,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000040141,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000650147,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5353586,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,5,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000066301,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000441071,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5172256,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000047485,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000421017,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000139129,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000010768,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000026298,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000018570,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000058378,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000038378,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000147326,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000071710,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000024059,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5062339,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000109018,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000004603,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5189287,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,5,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5298136,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000004638,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000675970,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000134720,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000603288,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000189909,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000114874,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000096378,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000147766,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000364052,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5348788,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5174592,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,2,0.0,0.0,0.0,2026-06-16
AAAOPP13416000022614,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000141860,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000432484,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000158539,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,5,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000139249,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000500835,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000382261,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5161178,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000107562,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000109344,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000050642,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000148286,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000033630,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000101536,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5179316,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000063986,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000094037,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5178881,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5154515,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000454947,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000232979,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000147669,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5216523,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000108537,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000039114,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000036716,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000143555,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000145704,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000110669,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000983055,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000316915,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000013553,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000003718,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000061752,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,0,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000162599,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000082899,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000094297,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000038995,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000402029,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000008589,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000111090,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000107623,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5152996,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,5,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000824665,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5166884,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000092672,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000004521,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000000867,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,0,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000083156,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000109394,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000361288,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,5,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000036217,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000015174,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000517408,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,4,0.0,0.0,0.0,2026-06-16
AAATRP14318000166002,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000819178,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000099594,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5149930,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000003039,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000049377,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000114620_cleaned,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,0,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000110462,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000013957,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5366355,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000099459,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000005190,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000018195,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000143745,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,1,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000010594,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000059992,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000129117,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000102599,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,4,0.0,0.0,0.0,2026-06-16
5062454,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5165036,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318001044821,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000028448,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000063223,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000100096,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000053901,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000017589,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000048596,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000052589,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5347374,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000233565,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5062838,ASAP2-balanced-1000,1,1,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000140513,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000037400,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
5212976,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000071117,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000039188,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000792290,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318001022261,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000149692,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000035295,ASAP2-balanced-1000,6,6,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000941538,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,3,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAATRP14318000766016,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000011150,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAVUP14319000073149,ASAP2-balanced-1000,4,4,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000019049,ASAP2-balanced-1000,5,5,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000053168,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
AAAOPP13416000218606,ASAP2-balanced-1000,3,3,-1,,-1,-1,-1,-1,-1,-1,,4,-1,-1,-1,-1,-1,,4,0.0,0.0,0.0,2026-06-16
AAAVUP14319000039599,ASAP2-balanced-1000,2,2,-1,,-1,-1,-1,-1,-1,-1,,2,-1,-1,-1,-1,-1,,5,0.0,0.0,0.0,2026-06-16
