essay_id,dataset,human_score_raw,human_score_norm,essay_text,essay_prompt,word_count
AAAOPP13416000040024,ASAP2-balanced-1000,3,3,"My thought of driverless cars is dangerous. I am against this because I don't think it would be safe for a car to drive its self. The're already many problems with cars now. Just think what problems could happen with driverless cars. So much technology would have to be put into this and I think that would cause damage.

In most states you can't even test the cars. ""In most states it is illegal even to test computer-driven cars"". You need to be able to test out the product before you put it out ther eso you know it works. I think think the idea of this is dangerous because all the possiblilties that could happen to the car. Like if the caught fire or broke down. The car should have a person in control and not have a car in control that could possibly get out of hand.

Some things on the positive side that its a good idea is that no one is texting and driving. Also the car is going the speed limit so no one is going way over the speed limit on the roads. Another reason is if you had a long day and you didn't feel like driving you could rest and let the car roll. On road trips, everyone could sit back and relax and the driver doesn't have to take a break every now and then.

To conclude I think they are dangerous and to much to worry about. The're are to many situation that can happen that can lead to something bad. So therfore they don't need to be made. They just need to stick to the regualar cars that are made now.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",282
AAAOPP13416000002188,ASAP2-balanced-1000,2,2,"First of all I'll start with reasons to join the program.Reason one is that you get to go places and see different things you would never see or do at home.Reason two is that more people will be on the force which means more work will get done.Reason three is that you'll be more useful instead of just doing the normal.

Next will be details that support Lukes claims.The first detail I spotted was paragraph three on how accurately he memorized the date,amount of horses,and food quantity.Detail number two was in the paragraph just below on how he named all of the locations he visited as if he were there yesterday.Detail three was on how he explained that the system on the boat worked with watching the animals,along with feeding and watering.He also talks about how him helping out is aunt Katie on the farm gave him useful skills for what his job was now.The last way he supported his claims were the fact that he had an active military board behind him telling him what to do next.

In conclusion he made the right choice in joining the program because he saved lives and got the job done.","You have just read the article, 'A Cowboy Who Rode the Waves.' Luke's participation in the Seagoing Cowboys program allowed him to experience adventures and visit many unique places. Using information from the article, write an argument from Luke's point of view convincing others to participate in the Seagoing Cowboys program. Be sure to include: reasons to join the program; details from the article to support Luke's claims; an introduction, a body, and a conclusion to your essay.",199
AAAOPP13416000207724,ASAP2-balanced-1000,3,3,"A Cowboy Who Rode The Waves

In the story there was a boy named Luke and he had just graduated from high school. He was working two part time job at the grocery store and at the bank. Then one day one of his friends invited him to go to Europe

on a cattle boat. Luke knew that this was a great opportunity for him to go with him so he did. In the story Luke did lots of travling and it sounds like he really enjoyed himself. I believe that peole now days should do these type of things today.

My first reason why I believe that people should do these things today is because lots of people are lazy and do not do anything but sit around on their phones or either on a video game. It hurts peoples brains and its a waist of peoples lives. I think that alot of people would enjoy doing lots of other things then just staying at home laying down not doing anything. In the story Luke seem to have had a fun and great time experiencing lots of diffrent places in the world.

My second reason is because we really could learn something about our world. We can experience it without using google or siri. It could be a fun way to actually be right infront of the place or be inside of the place. You could take lots of pictures in there. Also you would feel proud of yourself. You would feel proud of yourself by saying I travled there world

before I

died I actually did something with my life other spent time at home on my phone or Xbox or other device.

My third reason is you could take a vacation with your family and go to some place like the Panama Canal. Also you could go to somewhere like Russia, Italy,Sweeden, and lots of other places you could choose.

My forth reason is in the story Luke says that it would be a great opportunity to go travel the world. That tells me that he was instreasted in travling the world with his friend. Also at the end he got hurt and cracked his ribs. He could not work for a coulpe of days but he still enjoyed himself hurt or not hurt.

In conclusion it would be just a fun journey to do and discover. If you could go travle the world would you do it? Or would you rather stay home being lazy on your phone? These are some question you would have to ask yourself. This is why reasons on why I think it would be a good idea.","You have just read the article, 'A Cowboy Who Rode the Waves.' Luke's participation in the Seagoing Cowboys program allowed him to experience adventures and visit many unique places. Using information from the article, write an argument from Luke's point of view convincing others to participate in the Seagoing Cowboys program. Be sure to include: reasons to join the program; details from the article to support Luke's claims; an introduction, a body, and a conclusion to your essay.",446
AAAOPP13416000046331,ASAP2-balanced-1000,3,3,"Driverless Cars

Driverless cars are good to the community but there are a few flaws on why they shouldnt be used. Driverless cars shouldnt be used because, say something goes wrong with your driverless car and your injured their going to blame the manufacturer. Another reason why there shouldnt be driverless cars is that the driverless car still needs a driver so its really not driverless.

The fact that the manufacturer can be blaimed for an accident injury from a driverless car is important because they could get sued by the injured person and that could lead to other things. This is also important because you never know whats going to happen because your not driving the car so anything possible could happen to you.

Driverless cars shouldnt be used or called driverless due to you still have to drive so your still the driver. Your still the driver because the car alerts you when you need to take control of the car. This is bad because what if your not ready to take control while riding in your driverless car you could crash.

Even though these cars may sound good because you think you may not have to drive, dont buy them your still typically driving and may crash if you take breaks and let the car control.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",219
AAAOPP13416000090270,ASAP2-balanced-1000,6,6,"Alien Life! A very controversial topic, some might say, especially at this point in time.

Some people believe that the face that has been photographed on Mars is evidence of alien life; however, it is just a landform because if NASA wanted to hide the existence of aliens they wouldn't have released this image in the first place, there were no other ""alien artifacts"" near the face in any of the images, and if the face was in fact an alien artifact, NASA would use this to its advantage because they would receive more funding to find alien life since there would be proof that alien life actually exists. Obviously, the face on Mars is not an alien artifact but only a natural landform made on the surface of the Red Planet.

One of the most blatantly obvious reasons why this face could not be made by aliens is because NASA does not believe that it is. Now, every one is entitled to their own opinions, but because NASA is saying that this face is not an alien artifact you should think that same thing. There would be no reason for NASA to want to release an image that possibly supports that there could be alien life on Mars and then just say that it provides no evidence for life on Mars, if NASA actually believed there really was life on the Red Planet. Either, NASA would have not released the image at all in an effort to prevent people from thinking that aliens could be living on Mars, or they would release their image and say the truth. In this case NASA released the image and then said that it does not support alien life on Mars, so it is very clear that the landform is just a landform and not an alien artifact.

Also, there were no other ""alien artifacts"" near the face. If this really was an alien artifact, there would be evidence left behind of the people that built this face, but there was not. And, the more recent pictures of the face were very high resolution, ""Each pixel in the 2001 image spans 1.56 meters."" That may seem like a very large area for one pixel, but unless these aliens that live on Mars all live in one home that is less than twenty-five square meters, there is no one near this face that could've built it. Clearly, this landform could not have been made by anyone living on Mars because there simply is no one that is living close enough to this face to build it.

And last but not least, if this face on Mars was indeed an alien artifact, NASA would use this scenario to its advantage by blowing up the media with news of alien life in an attempt to gain more funding for the space program. There is absolutely no reason for NASA to try to keep the discovery of alien life a secret because, if anything, NASA would gain substantially from a discovery on that scale, so if the scientists at NASA think that this face is just a landform made on the surface of Mars, there is very little reason for someone to doubt them on this.

Now, some people may say, ""But wait! That face is clear evidence of alien life, and there is no way that a face like that could have naturally formed on Mars!"" If anyone is thinking that same thing, I can see why you may think that, but there is simply no scientific evidence to support your opinion. Yes, it is unlikely for a rock to form in the exact way to make it look like a human, but no, it is not impossible. Additionally, if that face was in fact a natural formation then there is no more evidence for it to support alien life than any other rock on Mars. Obviously, this landform was not made by aliens.

As anyone can see, the face on Mars is just a natural landform because NASA wouldn't release images propagating alien life if they didn't want to say that alien life has been discovered, there is no other evidence supporting aliens on Mars other than the face, and there would be no reason for NASA to try to cover this up because NASA would end up gaining in a situation where alien life was discovered.

Obviously this face is not an alien artifact; however, I believe that alien life does, in fact, exist, and that we may find it in the very near future, so look forward to what may come next.","You have read the article 'Unmasking the Face on Mars.' Imagine you are a scientist at NASA discussing the Face with someone who thinks it was created by aliens. Using information in the article, write an argumentative essay to convince someone that the Face is just a natural landform.Be sure to include: claims to support your argument that the Face is a natural landform; evidence from the article to support your claims; an introduction, a body, and a conclusion to your argumentative essay.",769
AAATRP14318000597837,ASAP2-balanced-1000,6,6,"Computers are one of the best inventions ever made by humans because they have enabled everybody around the world to connect to the Internet. The Internet fuels most peoples lives because of the sheer amount of accessible information about anything and everything. However, should we let computers start making their own decisions? Thomas Huang is the creator of a computer software that allows computesr to read human emotions using 3-D modeling and analyzing muscle movements in the face. At first glance, this appears to be an interesting concept, but there could be several downsides to this type of invention such as overall practicality, implementation in today's society, and even safety and security issues.

First of all, is a software that can read our emotions actually useful? There is potential for this type of software to be used on people for occasions such as a interrogation where the suspect could be lying and the software could detect a quivering lip. On the other hand, this type of software is most likely not going to make it into the homes of the people which presents a business problem. Their solution is to introduce the software into schools to be used for enhancing the learning experience. Dr Huang describes how computers in the classroom could ""recognize when a student is becoming confused or bored...then it could modify the lesson, like an effective human instuctor"" resulting in a better learning environment for the student. The issue is, not every student needs this, and many will prbably disagree with having this software implemented in their school. So, this type of computer software has few areas that it will probably be used causing it to be less practical than it originally seems.

Secondly, how will FACS (Facial Action Coding System) be implemented into a society that is normally unwilling to new changes regarding their technology? People want improvements, but they don't want change. For example, when an application has an update most people update it without giving it a second thought because the newer it is the more likely it will be ""better"" than the previous version. But, when a new phone comes out with plenty of changes people are skeptical and wait for their friend to buy it before they consider purchasing one themselves. So, as a result, people will most likely be skeptical of a software that is able to read emotions because it is something new and no one has any experiences with it yet. This causes FACS to seem like a software that won't be implemented or at least widespread for a long time.

Lastly, will the common person feel like their privacy is being invaded with this new software? For FACS to work the user must have a camera or some kind of scanning device that is able to detect individual muscles. A highly accurate scanning device in the common home will most definitely scare some people out of having this type of software. For example, some people believe that they are already watched through their smartphone camera even though they don't have any form of evidence of such actions taking place. A natural fear of invasion of privacy is part of human nature and cannot be changed. In paragrpah seven D'Alto, the author, mentions that FACS can detect a fake and a real smile which only solidifies the softwares scanning precision. What if someone was talking with their boss using their computer and they lied to protect their job? Although this kind of action should result in that person being punished or fired FACS could use the camera on the computer to see that they were lying and report it to the person's boss or company. Now, this situation is impractical and hopefully it never happens, but the idea that FACS has the ability to use a camera in the home to do whatever they want is scary and will drive people away from using it.

In conclusion, FACS will probably be used for specific tasks only, but it is interesting to ponder the potential for similar softwares in the future. The main problem that Dr. Huang will face is trying to show the people the trustworthiness of the product. If there is too much skepticism from the people it simply won't be found around the world and rather only in more secluded places such as labs or research facilities for testing purposes. In the future, other softwares will be created and maybe they will have the potential to impact the world in influential, innovative, and successful ways.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",758
AAAOPP13416000040077,ASAP2-balanced-1000,5,5,"Though driverless cars may be a thing of the future, my vote is a no. Driverless cars are a bad idea no matter who is behind the wheel. Not only are the drivers put at risk but other people on the roads are put in grave danger when a human is not controlling the vehicle. Driverless cars may appeal to the younger generation because of the flahy technology but the lack of safety tips the scales towards the negative side.

A driverless car's name portrays the idea that humans do not need to be in control of the car that idea is incorrect. Drivers must stay allert and focused while in a driverless car. This is evident when the text states,""They can steer, accelerate, and brake themselves, but all are designed to notify the driver when the road ahead requires human skills, such as navigating through work zones and around accidents."" (7) This is concerning because people today tend to get distracted while driving a normal car. If the actual driving factor is taken away, drivers could get distracted by almost anything from technology to falling asleep. This would result in serious fatality to not only th person behind the wheel but to people around them.

In addition, the new entertainment systems in a car may be a new and alien experiance, they point to a rough road ahead. In an attempt to get the driver to pay attention while driving a driverless car, entertainment systems may be inserted in the car. This is pointed out when the text says,""Some manufacturers hope to do that by bringing in-car entertainment and information systems that use heads-up displays."" (8) Though these systems may keep the driver engaged, when it is time to take over the shift from watching or listening to a system to driving a car may take an extended period of time. The driver would also need to gain a sense of where he or she is while driving in order to take control. This would result in an increase in accident on the road.

No one is perfect and accidents do happen but in a driverless car who is to blame? This issue could cause serious law cases and court battles over injuries or damages indured in a crash with a driverless car. The article suggestd this when the text says,""If the technology fails and someone is inhured, who is at fault-the driver or the manufacturer?"" (9) Not only does the confusion on who is to blame take immense time, it sucks thousands of dollars from the participants in a law suit. Though the court may rule otherwise, the accident could be a result of malfunctioning technology that can not be pinned to an individual.

On the other hand, driverless cars have multiple downsides, some aspects are clear improvements from automobiles today. The new sensor techology inserted into the driverless cars can improve braking and response to sudden stops. The author includes this in the arguement when they say,""The information from the sensors can cause the car to apply brakes on individual wheels and reduce power from the engine, allowing far better response and control than a human driver could manage alone."" (5) This would decrease the amount of damages done to cars from running into or backing over things because the sensors have eyes where the driver does not. The sensors can provide an advantage to safe driving that would not come from any ordinary car.

All in all, driverless cars are unsafe and an illogical invention. The lack of attention that is needed when not driving a car will result in mass accidents and injuries when a driver is needed. Entertainment systems in cars only add to the danger in driverless cars and are unnecessary. Crashes and accidents can not be settled or avenged in court because there is no clear cause to the incident. Though the sensor technology incorporated in the driverless cars gives an advantage for braking and controling the vehicle, the bad outweighs the good in this situation. Driverless cars may be a thing of the future but as of right now, humans are not ready to hit the road without a person behind the wheel.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",702
AAATRP14318000996249,ASAP2-balanced-1000,2,2,"Can a computer read your emotions? I am against of having technology to read childrens emotions. One thing is to observer what kind of emotinos are. Learning about how computers can till what emotion the person has. The work eithics that the people into making a comptuer like this.

Obsever the emotion behide the person or printing. New software has the power to recognize your emotions. Everyone does the same expression. Can you gmake a face and have you partner guess what emotion you are. As an ad pops up the comupter can read you raction towards the ad if it made you happy or sad, it will change the ad to a different one.

The learning around the computer. That even need to know emotional commmuniction. That school computers can tell if the child is bored or confused on work. The computer can tell the Mona Lisa that she was happy, disgusted, fearful, and angry. The computer can recogize alone 16 emotions.

The work eithics of the people that created the comutper to see what emotions we have. Dr. Huang and his partners are developing a even better for humans and computers to communicate. A 3-D computer does 44 majot muscles to see what you are feeling. People are making a comupter to recognatioin to track the emotions on a person face.

Does a computer read your emotions and yes it does because it is wired. The computer has came a long way and now it is reading emotions. This is how I am against technology reading childrens emotion. The teachers should be watching them and seeing the emotions themselfs. Kids should be able to rise their hand and ask someone for help if they are confused.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",288
AAATRP14318000732218,ASAP2-balanced-1000,3,3,"The value of not using this technology is great, because its just more reasonable to know your own moods ftom your expressions instead of a computer. I say this because it's more natural to use your own mind instead of having to with a computer. This is my opinion of this article, because it makes you have to use your mind instead of having a computer to use it for you.

Students should use their minds when it comes to this, because you will be able to tell other people moods and yours also. In the text it states,"" The facial expression for each emotion are universal."" What this means is that the facial expressions we use are used all over the world. So why not learn them your self instead of having a computer to do it for you. When you travel there will be facial expressions every where so it's best if you learn them on your own so you will understand what there moods are.

When you can tell people's mood from their facial expression and you address it to the person they might think your smart. In the text it states,"" Moving your facial muscles not only express emotions, but also may even help produce them."" This is also another good reason to read facial expressions, because it benefits you in a mentally way by reading people's body language. Another way it can benefit you is because it shows your actaully paying attention to the person's emotions.

When you use an computer to read people emotions just imagine doing it non verbally and using your mind to read it. In the text it states,"" In fact, we humans perform this same impressive ""calculation"" every day."" For an example if your friend is looking down or happy you will most likely be able to tell from their facial expressions. I say this because us as humans we use facial expressions everyday so why not be able to read them.

As you read this passage this can be a life lesson, because it's used in everyday life. As we get older and years pass we will always use facial expression so it's best to learn them instead of a computer doing it for you. This is my opinion of this article, because it makes you have to use your mind instead of having a computer to use it for you.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",402
AAATRP14318000364667,ASAP2-balanced-1000,6,6,"Have you ever wanted to know exactly how somone is feeling? What if you were telling your friend a story and you truly wanted to know if they found it interesting? The latest innovation from Professor Thomas Huang and Professor Nicu Sebe can detect the emotions of someone by calculating the way the subject's facial structure and muscles form the six basic emotions, which are happiness, surpries, anger, disgust, and fear. This system is called the Facial Action Coding System (FACS) and can be used for many different reasons. One example is in the cassroom. With the FACS, teachers will be able to read the emotional state of their students, plan/adjust lessons based on the readings, and bring a happier, more interesting experience to the classroom.

The FACS has the ability to read emotions based on muscles and face composition. Tests have been done on one of the most famous paintings in history, ""Mona Lisa"". While this technology can be trivial, as reading a painting-woman's face is not completely productive, it can be helpful towards teachers and students. If the teacher has the ability to truly understand and read their student's emotions, the teacher can switch up and have the ability to try something new. For example, if a student's structure reads that (s)he is confused, the teacher can either go more in depth into the lesson and explain further as to avoid any more confusion. This is exactly what Dr. Huang has predicted, saying that ""A classroom computer could recognize when a student is becoming confused or bored... Then it could modify the lesson"" in paragraph 6.

Bringing the FACS into the classroom will not only allow teachers to see how bored and confused their students are, it can force the teacher to be innovative and creative in their lesson plans. If the teacher truly cares for their students' attention, (s)he would have to implement new ways to teach boring subjects, in which most students would clock out of otherwise. Most students dread long lectures and usually either stop paying attention, thus wasting both the teacher's and student's time, or forget most of the information. With the FACS, teachers will be able to detect signs of boredom and dread and then capitalize on their emotions with a new activity or fun game to lighten the students' moods, while also giving them the proper amount of information.

Much like the example above, there are ways for teachers to bring a lighter-toned, more fun energy to the classroom with this system. If the teacher sees that the students are boerd, in a lecture for exapmle, the teacher could implement a game or fun activity. According to the Facial Feedback Theory of Emotion, as explained in paragraph 9, if someone is putting on a happy face, even if they do not mean it, they are subconciously happy and are having a good time. If the students are doing a fun activity together, they are surely going to smile, giving off positive vibes and general happiness in response to an otherwise boring lesson.

The FACS is a revolutionary way of processing emotions and can be really helpful for any student-teahcer learning environment. The system can allow teachers to read what their students are feeling, and can either hcange a lesson plan to reduce confusion, or implement activities or games to increase happiness and positivity during a dreadful lecture. The FACS in the classroom will help both teachers and students alike.","In the article ""Making Mona Lisa Smile,"" the author describes how a new technology called the Facial Action Coding System enables computers to identify human emotions. Using details from the article, write an essay arguing whether the use of this technology to read the emotional expressions of students in a classroom is valuable.",577
AAAOPP13416000102141,ASAP2-balanced-1000,5,5,"Driverless cars are starting to make it into the world. These cars have chips and different items that allow the car to drive alone, but will tell the the driver that he/she needs to take over the wheel when the car can not make it through a sitution. These cars are a bad idea for the world and can be very dangerous. The cars have a self driving system and tell the driver to take the wheel when needed, but what if the driver has fallen asleep or has had something happen to them, they will not be able to take control of the car. Therefore, self driving cars are a bad idea for the world.

Driverless cars do not allow the world to be driverless. People will still have to drive the cars when something happens that the car can not handle. The article states, ""Their cars have driven more than half a million miles without a crash,"" but what if that next mile something in the car goes wrong and the car crashes. Google explains how their cars are not completey driverless. The cars will alert the driver to take over when the car can not handle the sitution that they are in. So, what is the big difference between someone driving the cars full time or having a car that drives itself unless something happens?

There is no difference when it comes to picking the right choice. The driveless car is a fault and can not keep people safer on the roads. People could eaisly get unfocused and not pay attention to the warning sign that the car gives to take over. If the car tells the driver so many times to take over the driver could get use to the signal and not pay attention when the signal goes off. For these cars to work they way they have to work ""they [need] a whole lot of sensors."" What would happen of the builder of the car forgets to put a sensor in, or one of the sensors does not get programed the right way? Then when the car is driving something happens because a sensor was not placed or had a default. Then who will the blame be placed on? The driverless car or the actual driver who was told by a sign that they needed to take over, but the sign never came because a sensor was missing. The world would most likely believe that the driver was not paying attention and that it is their fault.

Now the car does have some really nice features, but can these features live up to the name? The cars have ""sensors [that] can cause the car to apply breaks on individual wheels and reduce power from the engine,"" that is a nice feature but again what if the sensor quits working. The whole idea of a driverless car is a good idea until a person finds out that they must trust sensors to alert them when they need to take over. In the article it talks about how there could be a object of some sort that keeps the driver awake and alert incase they have to take over. What if the driver gets so into the object that is supposed to keep them alert that they do not feel or see the signal. Another thing that could go wrong is if the driver thinks that they will not have to drive the car they may turn around to take of kids in the back and not see the sensor or feel it. Then you have a bad crash that puts not only a single person in trouble but several people.

The whole idea of driverless cars is a good idea, but with good ideas there are things that can go wrong that people have to think about. A driverless car is a serious thing to think about before they get soild to the public. The people who create the cars need to be able to promsie that the cars are one-hundred percent safe to the public and that they are trust-worthy. The people who make the cars can not promise that one-hundred percent becuase they can only make the cars to their best and after it is the a dealer shop they can not take back what happens. These cars could make a lot more crashes happen and that could lead to a rise of death rates. These cars are not super trust-worthy, therefore, they should not be put out of the market for people to buy.","In the article “Driverless Cars are Coming,” the author presents both positive and negative aspects of driverless cars. Using details from the article, create an argument for or against the development of these cars.  Be sure to include: your position on driverless cars; appropriate details from the article that support your position; an introduction, a body, and a conclusion to your argumentative essay.",762
AAAOPP13416000047478,ASAP2-balanced-1000,6,6,"The concept of aliens is a topic that some of us believe and some of us do not. Whether it has to do with how aliens may have affected how Earth was created or that there are other living organisms on planets other than Earth. Most scientists have used reasonable research to discover that aliens are not real, but yet there are still some scientists that believe they are in fact real. Based on the photos taken of the Face, aliens did not create this structure, it is simply just a natural landform.

In 1976, NASA's Viking 1 spacecraft visited Mars and discovered the Face while snatching photos for landing areas for the Viking 2 ship. It looked as though it was the shape of a head, which is why it is known as the Face. This formation was gigantic, measuring almost two miles across. Something so giant couldn't have been formed from aliens, especially if it resembles a head, symbolizing that it may be an imprint of an actual alien. As they studied the photos of the Face, they began to realize how similar its features were to those of a human's face, or this case, what could be an alien. These facial features were then recognized to be just shadows, which adds to the fact that the imprint of a human, or alien face, could not have been formed. A formation this large cannot resemble that of a human, nethertheless an alien.

For twenty-five years, ""The Face of Mars"" was a famous attraction, attracting many people to be interested and cause an even broader range of thoughts about how this landform was created. As more people become engaged in this unusual formation, NASA continued to snap photos of the Face to uncover more information about what it really was and how it was really created. Later on, Michael Malin and his Mars Orbiter Camera team took one more picture that had ten times the resolution that the orginal Viking images had. When this picture was viewed by many on a web site, it then revealed that it was, indeed, a natural landform and there was no evidence of aliens, as many people thought. Information from the several images that were taken establish that this structure is a natural landform, and not a creation from aliens.

Even though images proved that the Face was a natural landform and not something created by aliens, there still remained people who didn't believe this concept. At the time the most recent photo was taken, it was winter on the planet, and the Face on Mars was located in an area that consisted of a cloudy region. Those who still believed that aliens created the Face also believed that this area of clouds could have affected the picture that was taken during that time. The scientists claimed that it isn't an easy task to find the Face and capture a decent picture of it when possible, but still yearned to capture another shot to prove that aliens had not created it. So, on a summer day that consisted of no clouds, the team captured another photo with the maximum resolution. Because of the outstanding resoluation of the photo, it then again proved that it was simply anatural landform and that aliens did not play a part in it's creation.

Throughout the journey of discovering whether this creation was formed by aliens or that it was a natural landform the scientists and photos taken proved that there were no aliens. Although somemay still believe that there were aliens, these photos demonstrate real evidence that there was not. Like the scientists said, it was very similar to a landform on Earth, that is created naturally. Because of this discovery of the Face, scientists have been given the chance to explore the realmsof creations on other planets and prove that they cannot be formed by aliens, but simply by the natural occurences that take place on that planet.","You have read the article 'Unmasking the Face on Mars.' Imagine you are a scientist at NASA discussing the Face with someone who thinks it was created by aliens. Using information in the article, write an argumentative essay to convince someone that the Face is just a natural landform.Be sure to include: claims to support your argument that the Face is a natural landform; evidence from the article to support your claims; an introduction, a body, and a conclusion to your argumentative essay.",662
5354947,ASAP2-balanced-1000,5,5,"Today, automobiles are responsible for 12 percent of greenhouse gas emissions in Europe and up to 50 percent in some areas of the United States. To lower this statistic, many cities around the world are trying to cut down on car use in order to curb their greenhouse gas emissions. Cities like Vauban, Germany, Paris, France, and Bogota, Colombia have their own strategies for the reduction of these emissions from cars. These cities are having extraordinary success and many Americans are limiting their car usage as well.

In Vauban, Germany, many residents have given up their cars. This is due to the strict rules and limitations for car ownership in this experimental new district. If one would like to own a car, large garages that cost $40,000, along with a home must be bought. This has made many residents completely give up the use of cars and rely on public transportation and bicycles. In the article, ""In German Suburb, Life Goes on Without Cars"" by Elisabeth Rosenthal, one resident stated,""When I had a car I was always tense. I'm much happier this way."" Residents are embracing this new and innovative lifestyle and as a result, the greenhouse gas emissions from this area in Germany has decreased exponentially. The location of stores and businesses has also changed due to the very few who use automobiles. In the article, it is revealed, ""In this new approach, stores are placed a walk away, on a main street, rather than in malls along some distant highway."" Even with these limitations, residents are not complaining and as a result, new suburbs around the world may start to look and be like Vauban, Germany.

Many cities around the world are being forced to issue partial driving bans in order to clear the air of the city. In the article, ""Paris bans driving due to smog"", by Robert Duffer, it is explained how and why the city of Paris was forced to issue partial driving bans due to the very high levels of smog. Duffer writes, ""On Monday, motorists with even-numbered license plates were ordered to leave their cars at home or suffer a 22-euro fine ($31). The same would apply to odd-numbered plates the following day."" Due to this partial ban, congestion was down 60 percent and 4,000 drivers were fined. These fined drivers paid, in total, around 88,0000-euro($124,000). Not only did the pollution decrease dramatically but this money went back to the government. The article then reveals, ""The smog cleared enough Monday for the ruling French party to rescind the ban for odd-numbered plates on Tuesday."" After just one day, the results that was wanted by the city of Paris were achieved. This is absolutely astounding and very beneficial to the city of Paris and also to Europe as a whole.

Like in Paris, France, in Bogota Colombia, car-free days have been established. In the article, "" Car-free day is spinning into a big hit in Bogota"", by Andrew Selsky, the Day Without Cars in Bogota is detailed. Like in Paris, there were fines for violators, however this time it is $25. Due to the fine, many of the 7 million resident used public transportation, taxis, bicycles in order to get where they needed to go. One resident said, ""It's a good way to take away stress and lower air pollution."" As a result of the success that Bogota has with these car-free days, more than 118 miles of bicycle paths have been made, sidewalks have been repaired, and many new restaurants and shopping districts have emerged. Other cities in Colombia and other cities in South America want to follow Bogota's lead. In the article, the mayor of  Asuncion, Paraguay Enrique Riera, is quoted saying, ""These people are generating a revolutionary change, and that is crossing borders."" Hopefully, the car-free days that Bogota has will be common around South America and eventually around the world.

A new global trend is emerging and that is the decrease in car usage. Cities like Vauban, Germany has a large majority of its residents using public transportation and bicycles and many residents have acceoted and embraced this lifestyle. Cities like Paris and Bogota have partial driving bans and car-free days, respectively, and as a result smog and pollution in the air has decreased and many residents feel like it is a good way to take away stress. These changes bans and car-free days have lowered pollution dramatically and many feel like this is a good path for the future. Limiting car usage is beneficial to the world and these cities have proven that it can be achieved without many issues and hopefully many other cities around the world will copy this innovative new idea toward decreasing greenhouse emissions.",Write an explanatory essay to inform fellow citizens about the advantages of limiting car usage. Your essay must be based on ideas and information that can be found in the passage set. Manage your time carefully so that you can read the passages; plan your response; write your response; and revise and edit your response. Be sure to use evidence from multiple sources; and avoid overly relying on one source. Your response should be in the form of a multiparagraph essay. Write your essay in the space provided.,789
AAAVUP14319000027377,ASAP2-balanced-1000,3,3,"I think that the author has a very nice claim from how well he puts detail into the story about how to study Venus. This is also shown by how he doesn't like to change the subject from the main topic. The author has done a lot of research from the way he gives out details that can change the whole view of how the reader can put something into context. I think that the author has made a great claim for the information that he uses to keep his point through. Like in paragraph 2 he says that Venus is the Earth's ""twin"" and that Venus is the only planet that we know of that is almost exactly like Earth.

The author also says that the planet has ""97 percent Carbon Dioxide."" That makes the planet dangerous to live on but that is why we should try and figure out how to maintain how to live on that planet by studying it. In paragraph 3 the author says that ""Temperatures average around 800 degrees Fahrenheit, and the atmospheric pressure is 90 time greater than what we experience."" The author can also make some research happen by stating his calim to NASA and letting them try and figure out how Venus changes and makes it's everyday life. This can help us out by finding out the planet and trying to make some technology and devices that can stand the temperatures and can live more than a few hours on Venus. In paragraph 4 the author states ""Astronomers are facinated by Venus because it may we once have been the most Earth-like planet in our soloar system."" This can help us by trying to figure out how to make out Venus and find out how to sustain life on Venus.

I think that the author has very nice usable facts to support his claim and that the author can state his claim to the public and see if other people or scientists would want to try and figure out how to sustain life on Venus. Life on Venus would be complicated but if we could make the right techology and devices we could have more than one planet to live on. Life is never nonsustainable, if you live on Earth you can live on any other planet if you have the right technology.","In ""The Challenge of Exploring Venus,"" the author suggests studying Venus is a worthy pursuit despite the dangers it presents. Using details from the article, write an essay evaluating how well the author supports this idea. Be sure to include: a claim that evaluates how well the author supports the idea that studying Venus is a worthy pursuit despite the dangers; an explanation of the evidence from the article that supports your claim; an introduction, a body, and a conclusion to your essay.",392
